1018,1646646539613
1018,1646646539642
1019,1646646539672
1018,1646646539702
1018,1646646539732
1019,1646646539762
1019,1646646539792
1019,1646646539821
1018,1646646539852
1018,1646646539875
1019,1646646539911
1018,1646646539940
1018,1646646539985
1018,1646646540015
1018,1646646540045
1018,1646646540075
1019,1646646540098
1019,1646646540138
1018,1646646540167
1018,1646646540195
1019,1646646540225
1018,1646646540268
1018,1646646540298
1018,1646646540335
1018,1646646540364
1018,1646646540392
1018,1646646540414
1018,1646646540450
1018,1646646540486
1018,1646646540514
1018,1646646540543
1018,1646646540571
1018,1646646540601
1018,1646646540631
1018,1646646540660
1019,1646646540689
1019,1646646540718
1018,1646646540757
1018,1646646540778
1018,1646646540812
1018,1646646540841
1018,1646646540884
1018,1646646540951
1018,1646646540965
1018,1646646540980
1018,1646646541024
1018,1646646541056
1018,1646646541085
1018,1646646541129
1018,1646646541161
1018,1646646541186
1018,1646646541217
1018,1646646541245
1018,1646646541273
1019,1646646541317
1018,1646646541338
1019,1646646541367
1018,1646646541396
1018,1646646541429
1018,1646646541458
1018,1646646541502
1018,1646646541530
1018,1646646541558
1018,1646646541587
1019,1646646541625
1018,1646646541652
1018,1646646541683
1018,1646646541711
1019,1646646541744
1018,1646646541773
1018,1646646541801
1018,1646646541830
1018,1646646541858
1019,1646646541888
1019,1646646541925
1018,1646646541954
1018,1646646541982
1018,1646646542010
1018,1646646542045
1019,1646646542077
1018,1646646542119
1018,1646646542147
1018,1646646542174
1018,1646646542209
1018,1646646542238
1018,1646646542265
1019,1646646542322
1018,1646646542336
1019,1646646542352
1018,1646646542389
1018,1646646542420
1019,1646646542448
1018,1646646542478
1018,1646646542508
1019,1646646542537
1019,1646646542567
1019,1646646542597
1018,1646646542631
1018,1646646542660
1019,1646646542691
1019,1646646542712
1018,1646646542750
1018,1646646542778
1018,1646646542805
1018,1646646542839
1019,1646646542881
1018,1646646542909
1018,1646646542938
1019,1646646542975
1018,1646646543003
1018,1646646543031
1018,1646646543066
1018,1646646543094
1018,1646646543122
1018,1646646543150
1019,1646646543178
1018,1646646543214
1018,1646646543234
1019,1646646543275
1019,1646646543303
1019,1646646543330
1018,1646646543359
1018,1646646543386
1018,1646646543422
1019,1646646543450
1018,1646646543497
1019,1646646543525
1019,1646646543554
1018,1646646543580
1019,1646646543608
1018,1646646543676
1018,1646646543689
1018,1646646543714
1019,1646646543735
1019,1646646543772
1019,1646646543799
1019,1646646543827
1019,1646646543855
1018,1646646543884
1019,1646646543919
1019,1646646543948
1018,1646646543977
1019,1646646544024
1018,1646646544052
1019,1646646544080
1018,1646646544108
1019,1646646544145
1018,1646646544172
1019,1646646544191
1018,1646646544235
1019,1646646544262
1018,1646646544290
1018,1646646544325
1018,1646646544344
1018,1646646544380
1018,1646646544413
1019,1646646544443
1018,1646646544462
1019,1646646544505
1018,1646646544532
1019,1646646544560
1019,1646646544601
1018,1646646544638
1018,1646646544657
1019,1646646544699
1018,1646646544726
1018,1646646544755
1019,1646646544782
1018,1646646544810
1018,1646646544845
1019,1646646544879
1019,1646646544908
1019,1646646544973
1018,1646646544988
1018,1646646544988
1018,1646646545028
1018,1646646545056
1018,1646646545090
1019,1646646545117
1018,1646646545145
1018,1646646545180
1018,1646646545207
1019,1646646545236
1018,1646646545265
1018,1646646545293
1018,1646646545334
1018,1646646545354
1019,1646646545388
1019,1646646545415
1018,1646646545449
1019,1646646545476
1018,1646646545504
1019,1646646545532
1019,1646646545581
1019,1646646545601
1019,1646646545644
1018,1646646545670
1019,1646646545699
1019,1646646545726
1018,1646646545763
1019,1646646545791
1018,1646646545824
1018,1646646545851
1018,1646646545881
1018,1646646545908
1019,1646646545944
1019,1646646545972
1019,1646646545999
1018,1646646546034
1018,1646646546061
1018,1646646546087
1019,1646646546126
1018,1646646546146
1019,1646646546201
1018,1646646546263
1018,1646646546276
1018,1646646546289
1018,1646646546317
1018,1646646546366
1019,1646646546393
1018,1646646546427
1019,1646646546457
1018,1646646546484
1018,1646646546511
1018,1646646546547
1019,1646646546573
1019,1646646546612
1018,1646646546625
1019,1646646546667
1019,1646646546695
1019,1646646546722
1018,1646646546750
1018,1646646546777
1019,1646646546819
1019,1646646546862
1019,1646646546889
1018,1646646546917
1018,1646646546945
1018,1646646546980
1018,1646646547000
1018,1646646547043
1018,1646646547084
1019,1646646547111
1018,1646646547139
1018,1646646547167
1018,1646646547194
1018,1646646547236
1018,1646646547264
1018,1646646547292
1018,1646646547319
1019,1646646547346
1019,1646646547375
1019,1646646547417
1018,1646646547444
1019,1646646547473
1018,1646646547532
1018,1646646547545
1019,1646646547568
1018,1646646547595
1018,1646646547627
1018,1646646547654
1018,1646646547680
1018,1646646547708
